,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18,Topic19,Topic20,Topic21,Topic22,Topic23,Topic24,Topic25,Topic26,Topic27,Topic28,Topic29,Topic30,Topic31,Topic32,Topic33,Topic34,Topic35,Topic36,Topic37,Topic38,Topic39,Topic40,Topic41,Topic42,Topic43,Topic44,Topic45,Topic46,Topic47,Topic48,Topic49,dominant_topic
Love Like There's No Tomorrow,0.010875529609620571,0.03043731488287449,0.034766681492328644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1661030501127243,0.024603616446256638,0.09163128584623337,0.0,0.0,0.0,0.03190618380904198,0.0,0.07234146445989609,0.0,0.0,0.07581178098917007,0.0,0.0,0.0,0.08464238047599792,0.0,0.0,0.0,0.011894295923411846,0.0,0,0.023398270830512047,0.015055611729621887,0.02736326865851879,0.0,0.0,0.03605612739920616,0.0,0.0,0.0,0.0,0.0,0.0,0.03472031280398369,0.0,0.0481962114572525,0.045958325266838074,0.0,11
bad blood,0.04187041521072388,0.04050860553979874,0.011710931546986103,0.0,0.0,0.0,0.0,0.0,0.0,0.021084509789943695,0.0878535583615303,0.021404292434453964,0.022331340238451958,0.03587106242775917,0.0,0.0,0.018461406230926514,0.010495983995497227,0.0,0.11045210808515549,0.0,0.0,0.04634225741028786,0.0,0.0,0.0,0.037092745304107666,0.0,0.0,0.0,0.016817141324281693,0.0,0,0.036199845373630524,0.07801978290081024,0.023340433835983276,0.0,0.0,0.013655565679073334,0.0,0.020695161074399948,0.0,0.0,0.13567481935024261,0.0,0.02889324724674225,0.01851494424045086,0.023497123271226883,0.0,0.0,43
Malibu Man,0.0,0.0,0.0308748260140419,0.019429195672273636,0.0,0.0,0.0,0.03678339719772339,0.03902459889650345,0.0,0.0,0.0,0.0,0.027559611946344376,0.0,0.0,0.018779363483190536,0.0,0.0,0.15092560648918152,0.01960703916847706,0.0,0.026876211166381836,0.0,0.0,0.0,0.0,0.0,0.019540339708328247,0.0,0.04393535107374191,0.0,0,0.0,0.16278879344463348,0.02107052505016327,0.02229085937142372,0.0,0.15182295441627502,0.0,0.0,0.0,0.0,0.0,0.0,0.04729687049984932,0.0,0.0,0.02193991281092167,0.0,34
These Hands,0.019233008846640587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017362749204039574,0.0,0.0,0.12384597212076187,0.0157942958176136,0.0,0.0,0.1457487791776657,0.0,0.0,0.0,0.0102417366579175,0.0,0.07955902069807053,0.05666552484035492,0.0,0.017275279387831688,0.12062712758779526,0.01768387481570244,0.0,0.0,0,0.0,0.0,0.0,0.019232606515288353,0.017050769180059433,0.011866472661495209,0.0,0.0,0.0,0.028737716376781464,0.0,0.026761110872030258,0.023531150072813034,0.09475098550319672,0.0,0.0,0.027277903631329536,18
Wednesday Morning Atonement,0.2910955250263214,0.0,0.056974880397319794,0.020107628777623177,0.0,0.0,0.0,0.026334917172789574,0.0,0.03961388021707535,0.0,0.0,0.0,0.010759320110082626,0.027189087122678757,0.0,0.0,0.012668480165302753,0.0,0.028245417401194572,0.0,0.04328151047229767,0.0725908875465393,0.0,0.0,0.0,0.0,0.0,0.0,0.0204066913574934,0.03502078354358673,0.0,0,0.0,0.06953758746385574,0.0,0.0,0.0,0.04502515122294426,0.0,0.0,0.0,0.020752526819705963,0.0,0.0,0.020499614998698235,0.02088157832622528,0.0,0.0,0.019614610821008682,0
Take Me In,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015948722139000893,0.0,0.0,0.0,0.0,0.0,0.2813064754009247,0.028891053050756454,0.0,0.0374843031167984,0.03353868052363396,0.024112703278660774,0.0,0.0,0.0,0.010316981934010983,0.0,0.0,0.0,0.014515281654894352,0.0,0.013878772966563702,0.016189519315958023,0.21522673964500427,0.0,0,0.0,0.050252508372068405,0.041004862636327744,0.03160529583692551,0.0,0.010183826088905334,0.013496064580976963,0.0,0.0,0.014129295013844967,0.0,0.0,0.022491388022899628,0.0,0.0,0.027657823637127876,0.0,13
The Map,0.019054872915148735,0.0,0.022200098261237144,0.0,0.02125733345746994,0.0,0.0,0.010005286894738674,0.017084110528230667,0.016903795301914215,0.0,0.017592694610357285,0.024812674149870872,0.05069710314273834,0.02228671871125698,0.016458984464406967,0.015987729653716087,0.032859429717063904,0.0,0.012351466342806816,0.0,0.0,0.08116639405488968,0.017435451969504356,0.0,0.05150167644023895,0.0,0.03800411522388458,0.016064831987023354,0.0,0.07961218804121017,0.0,0,0.0,0.05116219446063042,0.04778474569320679,0.03331715241074562,0.0,0.03372110426425934,0.0,0.0,0.015665102750062943,0.0,0.012369452975690365,0.0,0.059778664261102676,0.0,0.05537250638008118,0.0,0.019229263067245483,22
Sure Don't Miss You,0.035172369331121445,0.0,0.1921321153640747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023725681006908417,0.0,0.0,0.031024523079395294,0.0,0.07646336406469345,0.0,0.0,0.021519962698221207,0.04701485112309456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03820335865020752,0.0,0,0.0,0.14642974734306335,0.02058652974665165,0.0,0.0,0.027932709082961082,0.0,0.0,0.0,0.14373840391635895,0.0,0.0,0.04744768515229225,0.0,0.0,0.01903056539595127,0.0,2
Soulfight,0.0,0.05807668715715408,0.10758998245000839,0.0,0.03979022055864334,0.0,0.0,0.010021652095019817,0.017341019585728645,0.0,0.01742483116686344,0.01726158708333969,0.03276555612683296,0.0,0.15951751172542572,0.0,0.0,0.0613894946873188,0.0,0.0,0.0,0.01866217516362667,0.1454053521156311,0.010335607454180717,0.0,0.0,0.0,0.011529619805514812,0.0,0.010174404829740524,0.013953231275081635,0.0,0,0.0,0.02050764299929142,0.0,0.0,0.032569728791713715,0.019012391567230225,0.0,0.0,0.0,0.02411804534494877,0.027509814128279686,0.015396538190543652,0.0292954184114933,0.0,0.041002437472343445,0.0,0.0,14
Mind on Fire,0.0,0.0,0.013169321231544018,0.0,0.02191845141351223,0.0,0.0,0.24782805144786835,0.0,0.0,0.0,0.0,0.0,0.02490587718784809,0.0,0.0,0.0,0.0,0.0,0.0633011981844902,0.0,0.0,0.013669071719050407,0.0,0.0,0.0,0.021335333585739136,0.0,0.020225422456860542,0.0,0.06750324368476868,0.0,0,0.0,0.013257188722491264,0.02457449771463871,0.026487238705158234,0.0,0.08686884492635727,0.09000597149133682,0.0,0.0,0.0,0.0,0.0,0.05288220942020416,0.0,0.042329639196395874,0.0,0.031032541766762733,7
Forever You and Me,0.06310205161571503,0.0,0.06625839322805405,0.0,0.0,0.0,0.03732692822813988,0.09992308914661407,0.09021309018135071,0.0,0.0,0.0,0.09524109959602356,0.047000396996736526,0.0,0.0,0.0,0.0,0.0,0.02856818400323391,0.0,0.061957795172929764,0.031869836151599884,0.0,0.0,0.0,0.0,0.02343946509063244,0.0,0.0,0.010617122985422611,0.0,0,0.0,0.06714251637458801,0.0,0.0,0.0,0.03219524398446083,0.0,0.0,0.0,0.0,0.0,0.0,0.06679673492908478,0.0,0.0,0.04102513566613197,0.0,7
Grass Is Greener,0.016153467819094658,0.0,0.06324008107185364,0.02863343618810177,0.0,0.0,0.0,0.0,0.09736786782741547,0.0,0.0,0.0,0.030994514003396034,0.021518105641007423,0.0,0.0,0.014764641411602497,0.03365236148238182,0.0,0.0,0.0,0.03271649032831192,0.04690079391002655,0.0,0.0,0.0,0.0,0.0,0.055440958589315414,0.019298497587442398,0.1402752548456192,0.0,0,0.0,0.0103819090873003,0.03202051296830177,0.0,0.059615280479192734,0.011476174928247929,0.0,0.13551682233810425,0.0,0.0,0.014952060766518116,0.0,0.028132256120443344,0.0,0.01878516934812069,0.0,0.0,30
Border,0.0,0.0,0.029902201145887375,0.0,0.0,0.0,0.0,0.04045592248439789,0.0,0.0,0.0,0.0,0.0,0.045866984874010086,0.0880560502409935,0.0,0.0,0.08002126961946487,0.02091197669506073,0.05444445461034775,0.020298102870583534,0.0,0.06307188421487808,0.02356325276196003,0.0,0.0,0.0,0.040642235428094864,0.0,0.0,0.01719078980386257,0.02457629330456257,0,0.0,0.03145834431052208,0.0,0.02392794005572796,0.0,0.04894491285085678,0.05485035106539726,0.0,0.0,0.0,0.0,0.0,0.039385370910167694,0.02086743898689747,0.0,0.07548869401216507,0.03864806145429611,14
No Wrong,0.11711704730987549,0.0,0.012848717160522938,0.0,0.0,0.0,0.0,0.0,0.0,0.02143770456314087,0.021382449194788933,0.0179595984518528,0.02240939252078533,0.010433201678097248,0.0,0.05661686137318611,0.0,0.0,0.0,0.0140081150457263,0.0,0.0,0.03459513187408447,0.02287101559340954,0.0,0.058769747614860535,0.17045153677463531,0.0,0.0,0.0,0.028383446857333183,0.0,0,0.0,0.02140730246901512,0.0,0.0,0.02185823768377304,0.06690726429224014,0.0,0.04624467343091965,0.018640469759702682,0.05056004226207733,0.0,0.0,0.03196345269680023,0.0,0.0,0.0,0.020301971584558487,26
Splintered,0.0,0.0,0.044593144208192825,0.0,0.019518114626407623,0.0,0.0,0.0,0.0,0.026841623708605766,0.0,0.0,0.06764236092567444,0.045055702328681946,0.0,0.0181057658046484,0.0,0.0,0.0,0.025289718061685562,0.0,0.040036190301179886,0.06901613622903824,0.021639423444867134,0.0,0.0,0.019073210656642914,0.01516023650765419,0.0,0.05232653394341469,0.0,0.01795709691941738,0,0.03967922553420067,0.012440557591617107,0.0,0.0,0.1413499265909195,0.048873670399188995,0.0,0.0,0.0,0.0,0.0,0.0,0.032118864357471466,0.018589366227388382,0.052926916629076004,0.0,0.0657343789935112,37
The Lengths,0.0587119534611702,0.0,0.03320247679948807,0.0,0.051208674907684326,0.0,0.0,0.0,0.029377859085798264,0.0,0.0,0.0,0.0,0.10387995094060898,0.0,0.0,0.025205174461007118,0.012541099451482296,0.0,0.07236680388450623,0.0,0.010506104677915573,0.024330655112862587,0.030543044209480286,0.0,0.029512351378798485,0.027815036475658417,0.022869838401675224,0.0,0.0761309564113617,0.05912533402442932,0.0,0,0.0,0.05418924614787102,0.03185571730136871,0.0,0.0,0.06372237205505371,0.0,0.0,0.0,0.0,0.0,0.0,0.017038526013493538,0.0,0.0,0.029445260763168335,0.0,13
Overpass Graffiti,0.05638350918889046,0.09379902482032776,0.07522264868021011,0.0,0.04145245999097824,0.0,0.0,0.042975958436727524,0.06410249322652817,0.015604466199874878,0.0,0.0,0.0905342772603035,0.05704151466488838,0.016432078555226326,0.0,0.013670844957232475,0.07221785932779312,0.0,0.0,0.0,0.018062399700284004,0.02672615647315979,0.0,0.0,0.0,0.027480605989694595,0.0,0.0,0.0,0.0,0.0,0,0.0,0.02647588960826397,0.042005375027656555,0.017324324697256088,0.0,0.011037051677703857,0.0,0.038831789046525955,0.0,0.0,0.0,0.01273905299603939,0.011151379905641079,0.0,0.054489538073539734,0.0,0.0,1
Easy On Me,0.04947067052125931,0.022793464362621307,0.07563778012990952,0.0,0.0,0.0,0.0,0.042114000767469406,0.03248652070760727,0.0,0.036380939185619354,0.0,0.0,0.0,0.0,0.0,0.0,0.024815043434500694,0.0,0.0,0.017978951334953308,0.023292813450098038,0.08461625874042511,0.021298540756106377,0.0,0.0,0.0,0.023239441215991974,0.018296409398317337,0.0,0.0,0.0,0,0.0,0.07969838380813599,0.0,0.02173520438373089,0.0,0.16680587828159332,0.0,0.0,0.0,0.0,0.0,0.0,0.131747767329216,0.0,0.0,0.0,0.0,38
Heat Waves,0.08145908266305923,0.029125964269042015,0.035498518496751785,0.0,0.0,0.0,0.0,0.05046563595533371,0.0,0.0768042728304863,0.0,0.0,0.04467250779271126,0.0,0.0,0.02413882687687874,0.0,0.0,0.0,0.2588268220424652,0.0,0.012290958315134048,0.03165233135223389,0.0,0.0,0.0,0.010262947529554367,0.027832088991999626,0.026482747867703438,0.011287719942629337,0.015372022055089474,0.0,0,0.0,0.014974245801568031,0.011755380779504776,0.01141170784831047,0.0,0.03676489368081093,0.0,0.0,0.0,0.0,0.0,0.0,0.09198097139596939,0.0,0.0,0.0276932530105114,0.0,19
MONEY,0.0,0.05229435861110687,0.057584408670663834,0.0,0.0,0.0,0.0,0.0,0.018627334386110306,0.0,0.018377702683210373,0.0,0.019208300858736038,0.02134591154754162,0.20641814172267914,0.026052022352814674,0.0,0.0,0.025469541549682617,0.0,0.0,0.06857805699110031,0.05515062063932419,0.09228365123271942,0.0,0.05324948579072952,0.0,0.010486045852303505,0.017500977963209152,0.019001372158527374,0.027197571471333504,0.0,0,0.0,0.02234620228409767,0.0,0.0,0.043091557919979095,0.0,0.033520061522722244,0.01824004203081131,0.0,0.01774398609995842,0.0,0.0,0.019368989393115044,0.0,0.0,0.0,0.0,14
Shivers,0.03134538233280182,0.10275302082300186,0.07596325874328613,0.0,0.0,0.0,0.0,0.0,0.03933968394994736,0.051238469779491425,0.0,0.0,0.0,0.03559029474854469,0.020849458873271942,0.0,0.0,0.0,0.0,0.016773680225014687,0.0,0.04043557867407799,0.024901650846004486,0.0,0.0,0.03939187526702881,0.0,0.0,0.03847438842058182,0.025675831362605095,0.02566525526344776,0.0,0,0.0,0.0,0.014996930956840515,0.10521155595779419,0.0,0.0,0.0,0.06406423449516296,0.0,0.10061296820640564,0.0,0.0,0.028845056891441345,0.0,0.040076516568660736,0.0,0.0,36
My Universe,0.0,0.0,0.03444376587867737,0.0,0.0,0.0,0.0,0.0,0.015778400003910065,0.0,0.0,0.015843285247683525,0.0,0.20540829002857208,0.0,0.014814652502536774,0.0,0.0,0.0,0.01997603476047516,0.01427018828690052,0.15925681591033936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01575913280248642,0.020415173843503,0.0,0,0.0,0.0,0.0172793697565794,0.05387330427765846,0.09016209840774536,0.11369869858026505,0.0,0.0,0.0,0.0,0.0,0.0,0.03711104765534401,0.0,0.0634235143661499,0.0,0.0,13
Cold Heart - PNAU Remix,0.0,0.0,0.22327803075313568,0.0,0.0686466246843338,0.0,0.0,0.0,0.0,0.0,0.07023521512746811,0.0,0.0,0.0,0.08481331914663315,0.0,0.0,0.1066192016005516,0.0,0.010388936847448349,0.0,0.0,0.10859133303165436,0.0,0.0,0.0,0.019719956442713737,0.0,0.0,0.0,0.0,0.0,0,0.0,0.012468122877180576,0.05492143705487251,0.0,0.0,0.013976141810417175,0.0,0.04499188810586929,0.0,0.0,0.0,0.0,0.012560825794935226,0.019202806055545807,0.0,0.0,0.0,2
THATS WHAT I WANT,0.0,0.023351779207587242,0.08550745248794556,0.0,0.04011870175600052,0.0,0.0,0.0,0.0,0.02970678173005581,0.0,0.031749628484249115,0.030599363148212433,0.02466243878006935,0.038420531898736954,0.012013720348477364,0.0,0.0,0.011232998222112656,0.04874459281563759,0.0,0.07993921637535095,0.08934210985898972,0.0,0.0,0.012259027920663357,0.0,0.10214025527238846,0.010862843133509159,0.0,0.0,0.0,0,0.0,0.018137607723474503,0.0,0.017056511715054512,0.012413021177053452,0.03725120797753334,0.0,0.0,0.010352876037359238,0.022922111675143242,0.0,0.0,0.10577873140573502,0.0,0.022732969373464584,0.0,0.026344526559114456,45
Ghost,0.01162368431687355,0.028210800141096115,0.01381902489811182,0.0,0.0,0.0,0.0,0.0,0.025333160534501076,0.1427939534187317,0.0,0.04531090706586838,0.0,0.011997874826192856,0.0,0.0,0.0,0.010849270969629288,0.02337331511080265,0.012384955771267414,0.0,0.08770333230495453,0.016207536682486534,0.0,0.0,0.0,0.0,0.029139716178178787,0.0,0.0,0.011992867104709148,0.023633671924471855,0,0.0,0.03559920936822891,0.0,0.0,0.0,0.2394987940788269,0.0,0.0,0.0,0.0,0.0,0.0,0.09668055921792984,0.0,0.0,0.0,0.0,38
Bad Habits,0.0,0.19625669717788696,0.03237857669591904,0.0,0.0,0.0,0.0,0.0,0.0,0.06082487851381302,0.02184409089386463,0.05254252627491951,0.031056296080350876,0.0,0.0,0.04798992723226547,0.0,0.0,0.0,0.0,0.0,0.0,0.01398919802159071,0.0,0.0,0.0,0.0,0.0,0.0,0.1051194816827774,0.022664697840809822,0.0,0,0.020842835307121277,0.018905259668827057,0.0,0.0420428141951561,0.0,0.013838237151503563,0.0,0.0,0.0,0.0,0.09298887103796005,0.0,0.08794768154621124,0.0,0.012552954256534576,0.041432853788137436,0.0,1
good 4 u,0.06720578670501709,0.0,0.13261689245700836,0.0,0.0,0.0,0.0,0.0,0.0420580692589283,0.022694746032357216,0.0,0.0,0.03320407122373581,0.0,0.016102252528071404,0.01200419757515192,0.0,0.036890316754579544,0.011881991289556026,0.016737768426537514,0.011551300063729286,0.014632073231041431,0.0,0.0335044339299202,0.0,0.0,0.0,0.04315783083438873,0.01151920948177576,0.03141641244292259,0.0430888831615448,0.012045581825077534,0,0.0,0.0,0.0,0.0,0.0,0.045853715389966965,0.0,0.0,0.0,0.12200794368982315,0.0,0.010317427106201649,0.040203757584095,0.0,0.0,0.0,0.11153404414653778,2
Oh Na Na,0.0,0.08663223683834076,0.08927488327026367,0.0,0.0,0.0,0.012502702884376049,0.0,0.0,0.0,0.0,0.0,0.0,0.06268904358148575,0.0,0.0,0.012723587453365326,0.0,0.0,0.0,0.0,0.016818368807435036,0.0,0.0,0.0,0.014901438727974892,0.0,0.0,0.0,0.01675715111196041,0.019794879481196404,0.0,0,0.11705542355775833,0.02314811758697033,0.0,0.03525492548942566,0.0,0.013315137475728989,0.0,0.0,0.0,0.0,0.0,0.0,0.045152172446250916,0.313031405210495,0.0,0.0,0.013780792243778706,46
Don't Be Shy,0.0,0.0,0.048285361379384995,0.0,0.0,0.0,0.05544538423418999,0.04419685900211334,0.0,0.0,0.0,0.0,0.0,0.0113396430388093,0.0,0.0,0.013195286504924297,0.041268959641456604,0.0,0.0,0.06274918466806412,0.0,0.06018286943435669,0.0,0.0,0.0,0.0,0.0,0.021599406376481056,0.0,0.0,0.0,0,0.0,0.0,0.043865762650966644,0.018598288297653198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012357734143733978,0.44699931144714355,0.0,0.0,0.012675577774643898,46
Life Goes On,0.0,0.2344566434621811,0.021378803998231888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01517845131456852,0.0,0.015911376103758812,0.0,0.0,0.0,0.0,0.03962041065096855,0.09886302798986435,0.18493260443210602,0.0,0.017631791532039642,0.057714831084012985,0.016183936968445778,0.0,0.018296722322702408,0.014613720588386059,0.0,0.0,0.0,0.0,0.0,0,0.0,0.022144237533211708,0.0,0.016370104625821114,0.0,0.0346539169549942,0.0,0.0,0.0,0.0,0.013511724770069122,0.0,0.046802911907434464,0.014255980029702187,0.026793347671628,0.0,0.0,1
Beggin',0.015646617859601974,0.027029668912291527,0.18439173698425293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02014448307454586,0.03886795789003372,0.0,0.0,0.0,0.0,0.07420676201581955,0.010449429042637348,0.0,0.03537731617689133,0.039082687348127365,0.02018391340970993,0.0,0.0,0.01346858125180006,0.2284873127937317,0.010846409946680069,0.03738825395703316,0.010889490135014057,0.0,0,0.0,0.0,0.026701414957642555,0.015100864693522453,0.0,0.022445164620876312,0.0,0.0,0.0,0.0,0.0,0.0,0.06398004293441772,0.0,0.0,0.0,0.0,27
MONTERO (Call Me By Your Name),0.04450801759958267,0.0,0.04666538164019585,0.0,0.0388358011841774,0.0,0.0,0.0,0.0,0.021819906309247017,0.0,0.0,0.04009516164660454,0.027837423607707024,0.07576008886098862,0.0,0.0,0.0,0.0,0.026965556666254997,0.0,0.0,0.06543121486902237,0.023613542318344116,0.0,0.022380318492650986,0.02065950818359852,0.0,0.0,0.0,0.037267256528139114,0.03765440359711647,0,0.020164230838418007,0.09013774245977402,0.023401642218232155,0.0,0.03977078199386597,0.04910874739289284,0.08850105851888657,0.021145349368453026,0.0,0.0,0.0,0.0,0.012878227047622204,0.02050292305648327,0.0,0.0,0.0,34
Where Are You Now,0.0,0.06464292854070663,0.19776974618434906,0.0,0.0,0.0,0.0,0.032738883048295975,0.0,0.017283322289586067,0.0,0.0,0.017732731997966766,0.0,0.0,0.0,0.0,0.0,0.0,0.028594622388482094,0.0687682181596756,0.0,0.02202911488711834,0.0,0.0,0.0,0.016975300386548042,0.0,0.0,0.010357660241425037,0.018863432109355927,0.1926591992378235,0,0.0,0.030696935951709747,0.01068016979843378,0.0,0.0,0.0846816748380661,0.0,0.08711601793766022,0.0,0.0,0.0,0.0,0.014571333304047585,0.0,0.0,0.0,0.0,2
Pepas,0.010456638410687447,0.0,0.013516269624233246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022393252700567245,0.0,0.04239871725440025,0.0,0.010606913827359676,0.0,0.01176587026566267,0.0,0.01753678359091282,0.014982574619352818,0.0,0.0,0.0442456491291523,0.0,0.0,0.0,0.0,0.011436164379119873,0.0,0,0.04178272560238838,0.014475715346634388,0.0,0.026063866913318634,0.0,0.01539045199751854,0.0,0.0,0.0,0.0,0.0,0.0,0.033356670290231705,0.5243431329727173,0.0,0.0,0.0,46
Take My Breath,0.011292818933725357,0.045503344386816025,0.06010495871305466,0.0,0.0,0.014651157893240452,0.0,0.0,0.1712333709001541,0.0424087718129158,0.0,0.016118090599775314,0.0,0.08265530318021774,0.0,0.0,0.0,0.0,0.015430133789777756,0.0,0.0,0.032666344195604324,0.12861068546772003,0.023614266887307167,0.0,0.0,0.0,0.0,0.0,0.0,0.12847593426704407,0.015533310361206532,0,0.0,0.0,0.0,0.01661219634115696,0.0,0.030909227207303047,0.0,0.0,0.0,0.02241947315633297,0.0,0.0,0.0,0.0,0.04510936513543129,0.0,0.0,8
Meet Me At Our Spot,0.059298451989889145,0.020828312262892723,0.04423144832253456,0.0,0.019222481176257133,0.0,0.0,0.0544399656355381,0.0,0.04303263500332832,0.019552716985344887,0.010656467638909817,0.0,0.0,0.0,0.0,0.0,0.013266505673527718,0.0,0.02317037060856819,0.0,0.030421096831560135,0.015324166975915432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06821504980325699,0.0,0,0.0,0.2004535049200058,0.0,0.07164952903985977,0.0,0.1299505978822708,0.0,0.0,0.0,0.0,0.0,0.0,0.07989228516817093,0.0,0.02768523059785366,0.0,0.0,34
GHOST TOWN,0.0468703955411911,0.0,0.09487330168485641,0.0,0.0,0.0,0.0,0.017652109265327454,0.0,0.043576501309871674,0.043521951884031296,0.01705882139503956,0.017635580152273178,0.022425156086683273,0.10808905959129333,0.0,0.0,0.02612312138080597,0.02708040550351143,0.0,0.0,0.0,0.010485871694982052,0.04453091323375702,0.0,0.0,0.0,0.0,0.0,0.09808050096035004,0.0,0.0,0,0.015573482029139996,0.041475292295217514,0.07208064198493958,0.01821727491915226,0.01728672720491886,0.012230988591909409,0.0,0.0,0.0,0.0,0.0,0.0,0.11738304793834686,0.0,0.0,0.0,0.0,45
traitor,0.033121418207883835,0.15009233355522156,0.02604757621884346,0.0,0.011245130561292171,0.0,0.0,0.0,0.03869134932756424,0.03665259853005409,0.011509355157613754,0.038621485233306885,0.0,0.0,0.012585697695612907,0.029065150767564774,0.0,0.023938843980431557,0.0,0.016177058219909668,0.0,0.03398403897881508,0.0719965249300003,0.030357781797647476,0.0,0.011678879149258137,0.0,0.03508269414305687,0.0,0.0,0.010269387625157833,0.0,0,0.0,0.0398847833275795,0.012077388353645802,0.0,0.011680414900183678,0.03283364698290825,0.0,0.0,0.0,0.12795914709568024,0.0,0.0,0.019576948136091232,0.0,0.04878074303269386,0.0,0.03501657769083977,1
Let Somebody Go,0.04283159226179123,0.039716433733701706,0.053255703300237656,0.0,0.34350183606147766,0.0,0.017555106431245804,0.021353375166654587,0.02082602120935917,0.020401902496814728,0.0,0.025073112919926643,0.0,0.017206650227308273,0.0,0.08587091416120529,0.0,0.0,0.0,0.012084639631211758,0.0,0.0,0.03247838839888573,0.0,0.0,0.0,0.03594883903861046,0.0,0.0,0.021679244935512543,0.0,0.0,0,0.0,0.012146317400038242,0.02218104898929596,0.01723123900592327,0.0,0.029474398121237755,0.0,0.0,0.0,0.0,0.0,0.0,0.012272639200091362,0.0,0.0,0.0,0.0,4
Acapulco,0.053019437938928604,0.021387044340372086,0.09355026483535767,0.0,0.0,0.0,0.0,0.0,0.019272593781352043,0.0,0.0,0.0,0.019745640456676483,0.02523895539343357,0.035824526101350784,0.0,0.0,0.0,0.0,0.04407292604446411,0.0,0.0,0.10732413828372955,0.0,0.0,0.0,0.048119332641363144,0.05135539546608925,0.0,0.06264539808034897,0.09808662533760071,0.0,0,0.06232748553156853,0.011231542564928532,0.0,0.029322581365704536,0.0,0.011937743052840233,0.0,0.0,0.0,0.0,0.0,0.0,0.04179329797625542,0.0,0.06591308116912842,0.0,0.0,22
Toxic,0.027353566139936447,0.07638059556484222,0.0707416757941246,0.0,0.05254286527633667,0.0,0.0,0.0,0.0,0.0,0.0428796149790287,0.0,0.0,0.021571576595306396,0.0,0.011982694268226624,0.0,0.06581231951713562,0.0,0.0595812126994133,0.0,0.05536938086152077,0.06017196923494339,0.04139406234025955,0.0,0.0,0.0,0.01366796437650919,0.0,0.0,0.01626856066286564,0.010122566483914852,0,0.0,0.014874393120408058,0.0,0.05332891270518303,0.013086291030049324,0.0499451719224453,0.0,0.0,0.0,0.0,0.0,0.0,0.018421025946736336,0.0,0.036877475678920746,0.09305522590875626,0.04203395918011665,48
2055,0.021093131974339485,0.03742543235421181,0.2658870220184326,0.08383890986442566,0.0,0.0,0.0,0.0,0.0,0.012490133754909039,0.0,0.0,0.0,0.019398335367441177,0.0,0.0,0.0,0.03248544782400131,0.0,0.03128550946712494,0.0,0.030929235741496086,0.06767579913139343,0.0,0.0,0.031751278787851334,0.0,0.015948917716741562,0.0,0.0,0.01790020987391472,0.0,0,0.0,0.10675523430109024,0.03035884164273739,0.055125121027231216,0.0,0.012882724404335022,0.0,0.0,0.0,0.0,0.0,0.0,0.012207954190671444,0.0,0.0,0.0,0.0,2
Don't Go Yet,0.057502586394548416,0.0,0.07304245978593826,0.0,0.0241912379860878,0.0,0.011691311374306679,0.02516382373869419,0.04665312170982361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01714138872921467,0.0,0.0,0.012152411043643951,0.03981947898864746,0.019132621586322784,0.0,0.0,0.0,0.0,0.04641827940940857,0.0,0.0,0.028023360297083855,0.02373688854277134,0,0.012562344782054424,0.0,0.0,0.038421958684921265,0.0,0.06851585954427719,0.0,0.013362690806388855,0.0,0.0,0.0,0.0,0.11422363668680191,0.16357244551181793,0.07976043969392776,0.0,0.0,46
A-O-K,0.020888512954115868,0.021202581003308296,0.16976045072078705,0.0,0.0,0.0,0.0,0.01101207546889782,0.010326039046049118,0.0,0.0,0.0,0.024851609021425247,0.13372083008289337,0.0,0.0,0.025434108451008797,0.027778716757893562,0.017821937799453735,0.012744816020131111,0.02270801179111004,0.0,0.026389701291918755,0.010897169820964336,0.0,0.0,0.0,0.0,0.0,0.01821085624396801,0.0,0.0,0,0.0,0.06474439799785614,0.0,0.06731515377759933,0.06229383498430252,0.11870907247066498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019586658105254173,0.0,0.01575830578804016,2
